"ID","ESCALE_DEPART","ESCALE_DESTINATION","CODE","DATE_CREATED"
"2249936","LIS","DPS","LISDPS","current_timestamp"
"2249937","VCE","JFK","VCEJFK","current_timestamp"
"2249939","SDF","CAS","SDFCAS","current_timestamp"
"2249940","YEG","EUN","YEGEUN","current_timestamp"
"2249941","MAN","SSG","MANSSG","current_timestamp"
"2249942","ADB","ROB","ADBROB","current_timestamp"
"2249943","STL","ACC","STLACC","current_timestamp"
"2249944","CAI","ADD","CAIADD","current_timestamp"
"2249945","JAX","EUN","JAXEUN","current_timestamp"
"2249946","EWR","CAS","EWRCAS","current_timestamp"
"2249947","LUX","LPA","LUXLPA","current_timestamp"
"2249948","VCE","NDJ","VCENDJ","current_timestamp"
"2249949","ALG","TTA","ALGTTA","current_timestamp"
"2249950","BJL","ARN","BJLARN","current_timestamp"
"2249951","NTE","SFO","NTESFO","current_timestamp"
"2249952","BGF","DKR","BGFDKR","current_timestamp"
"2249953","EUN","HYD","EUNHYD","current_timestamp"
"2249954","AGA","TZX","AGATZX","current_timestamp"
"2249955","ABJ","SDF","ABJSDF","current_timestamp"
"2249956","RDU","OZZ","RDUOZZ","current_timestamp"
"2249957","CKY","NAP","CKYNAP","current_timestamp"
"2249958","RIO","VIE","RIOVIE","current_timestamp"
"2249959","KUL","VCE","KULVCE","current_timestamp"
"2249960","DLA","MYY","DLAMYY","current_timestamp"
"2249961","LFW","HAM","LFWHAM","current_timestamp"
"2249962","NDR","GLN","NDRGLN","current_timestamp"
"2249963","OUA","OUD","OUAOUD","current_timestamp"
"2249964","AHB","AGA","AHBAGA","current_timestamp"
"2249965","ROB","ISB","ROBISB","current_timestamp"
"2249966","RUH","NIM","RUHNIM","current_timestamp"
"2249967","HYD","FEZ","HYDFEZ","current_timestamp"
"2249968","ZRH","RAI","ZRHRAI","current_timestamp"
"2249969","BLQ","BOS","BLQBOS","current_timestamp"
"2249970","JER","VIL","JERVIL","current_timestamp"
"2249971","VIL","GRU","VILGRU","current_timestamp"
"2249972","OUD","LAD","OUDLAD","current_timestamp"
"2249973","MRS","CAI","MRSCAI","current_timestamp"
"2249974","ZRH","MIA","ZRHMIA","current_timestamp"
"2249975","CAS","RIC","CASRIC","current_timestamp"
"2249976","DUB","EUN","DUBEUN","current_timestamp"
"2249977","HAM","NDR","HAMNDR","current_timestamp"
"2249978","KGI","ACC","KGIACC","current_timestamp"
"2249979","OUD","EBB","OUDEBB","current_timestamp"
"2249980","TXL","RBA","TXLRBA","current_timestamp"
"2249981","CMN","TYS","CMNTYS","current_timestamp"
"2249982","CAS","TGU","CASTGU","current_timestamp"
"2249983","CDG","GLA","CDGGLA","current_timestamp"
"2249984","AGA","DFW","AGADFW","current_timestamp"
"2249985","JFK","NDR","JFKNDR","current_timestamp"
"2249986","OZZ","HBA","OZZHBA","current_timestamp"
"2249987","MAD","NDR","MADNDR","current_timestamp"
"2249988","BGF","ABJ","BGFABJ","current_timestamp"
"2249989","ERH","OTP","ERHOTP","current_timestamp"
"2249990","SAO","PRG","SAOPRG","current_timestamp"
"2249991","RBA","GLA","RBAGLA","current_timestamp"
"2249992","ACC","DPS","ACCDPS","current_timestamp"
"2249993","RAK","MOW","RAKMOW","current_timestamp"
"2249994","CHS","ROB","CHSROB","current_timestamp"
"2249995","FRA","ALG","FRAALG","current_timestamp"
"2249996","YWG","CAI","YWGCAI","current_timestamp"
"2249997","PKX","IST","PKXIST","current_timestamp"
"2249998","BGF","DCA","BGFDCA","current_timestamp"
"2249999","SAO","TXL","SAOTXL","current_timestamp"
"2250000","SSG","EUN","SSGEUN","current_timestamp"
"2250001","ORY","OMS","ORYOMS","current_timestamp"
"2250002","IAS","ORY","IASORY","current_timestamp"
"2250003","EVN","DSS","EVNDSS","current_timestamp"
"2250004","ABJ","SAT","ABJSAT","current_timestamp"
"2250005","GIG","ALG","GIGALG","current_timestamp"
"2250006","WLG","CKY","WLGCKY","current_timestamp"
"2250007","LIS","LAD","LISLAD","current_timestamp"
"2250008","LOS","AMS","LOSAMS","current_timestamp"
"2250009","TLV","RAK","TLVRAK","current_timestamp"
"2250010","IKA","DLA","IKADLA","current_timestamp"
"2250011","BSL","TTA","BSLTTA","current_timestamp"
"2250012","FEZ","BZV","FEZBZV","current_timestamp"
"2250013","ESU","BRU","ESUBRU","current_timestamp"
"2250014","ROM","ABJ","ROMABJ","current_timestamp"
"2250015","NSI","LIS","NSILIS","current_timestamp"
"2250016","SLL","BCN","SLLBCN","current_timestamp"
"2250017","RAK","SFO","RAKSFO","current_timestamp"
"2250018","DXB","BCN","DXBBCN","current_timestamp"
"2250019","OXB","TXL","OXBTXL","current_timestamp"
"2250020","SAO","LGW","SAOLGW","current_timestamp"
"2250021","OSL","AMM","OSLAMM","current_timestamp"
"2250022","GIG","DLA","GIGDLA","current_timestamp"
"2250023","PGV","CMN","PGVCMN","current_timestamp"
"2250024","AUS","ROB","AUSROB","current_timestamp"
"2250025","ITM","LIS","ITMLIS","current_timestamp"
"2250026","HRL","CMN","HRLCMN","current_timestamp"
"2250027","IKA","NIM","IKANIM","current_timestamp"
"2250028","DXB","WAS","DXBWAS","current_timestamp"
"2250029","ADL","NCL","ADLNCL","current_timestamp"
"2250030","DOH","ROM","DOHROM","current_timestamp"
"2250031","HKG","JFK","HKGJFK","current_timestamp"
"2250032","NSI","PDX","NSIPDX","current_timestamp"
"2250033","OKC","BJL","OKCBJL","current_timestamp"
"2250034","AGA","CMB","AGACMB","current_timestamp"
"2250035","CMN","LHE","CMNLHE","current_timestamp"
"2250036","TBS","OUD","TBSOUD","current_timestamp"
"2250037","TUN","BJL","TUNBJL","current_timestamp"
"2250038","BEG","GOT","BEGGOT","current_timestamp"
"2250039","GRU","COO","GRUCOO","current_timestamp"
"2250040","TLV","CAS","TLVCAS","current_timestamp"
"2250041","CAS","BOD","CASBOD","current_timestamp"
"2250042","LHR","RUH","LHRRUH","current_timestamp"
"2250043","AJA","CMN","AJACMN","current_timestamp"
"2250044","PDX","CKY","PDXCKY","current_timestamp"
"2250045","NBO","CPH","NBOCPH","current_timestamp"
"2250046","MAN","BKO","MANBKO","current_timestamp"
"2250047","IAD","VIE","IADVIE","current_timestamp"
"2250048","COO","ZRH","COOZRH","current_timestamp"
"2250049","LFW","BGW","LFWBGW","current_timestamp"
"2250050","CAI","PZU","CAIPZU","current_timestamp"
"2250051","NKC","SYR","NKCSYR","current_timestamp"
"2250052","ABJ","ALB","ABJALB","current_timestamp"
"2250053","LON","DMM","LONDMM","current_timestamp"
"2250054","TTA","SLL","TTASLL","current_timestamp"
"2250055","ADD","OPO","ADDOPO","current_timestamp"
"2250056","MSP","MXP","MSPMXP","current_timestamp"
"2250057","MSY","ABJ","MSYABJ","current_timestamp"
"2250058","VCE","AUS","VCEAUS","current_timestamp"
"2250059","OUA","ZQN","OUAZQN","current_timestamp"
"2250060","SKT","LIS","SKTLIS","current_timestamp"
"2250061","ABV","RAK","ABVRAK","current_timestamp"
"2250062","LPA","NKC","LPANKC","current_timestamp"
"2250063","DEN","CAS","DENCAS","current_timestamp"
"2250064","VLC","COO","VLCCOO","current_timestamp"
"2250065","CMN","PER","CMNPER","current_timestamp"
"2250066","YTO","CMN","YTOCMN","current_timestamp"
"2250067","SAT","MIL","SATMIL","current_timestamp"
"2250069","GIG","LAD","GIGLAD","current_timestamp"
"2250070","DOH","VCE","DOHVCE","current_timestamp"
"2250071","TLS","MAD","TLSMAD","current_timestamp"
"2250072","TNG","TRF","TNGTRF","current_timestamp"
"2250073","ABJ","CTU","ABJCTU","current_timestamp"
"2250074","TTA","BLQ","TTABLQ","current_timestamp"
"2250075","BLQ","BAH","BLQBAH","current_timestamp"
"2250076","ROM","CAI","ROMCAI","current_timestamp"
"2250077","AGA","XNA","AGAXNA","current_timestamp"
"2250078","SFA","CMN","SFACMN","current_timestamp"
"2250079","ADL","LON","ADLLON","current_timestamp"
"2250080","LBV","CMB","LBVCMB","current_timestamp"
"2250081","EUN","TIN","EUNTIN","current_timestamp"
"2250082","OUA","HNL","OUAHNL","current_timestamp"
"2250083","PMI","RAK","PMIRAK","current_timestamp"
"2250084","HBE","NDR","HBENDR","current_timestamp"
"2250085","FNA","NDR","FNANDR","current_timestamp"
"2250087","PMI","EUN","PMIEUN","current_timestamp"
"2250088","YAO","JFK","YAOJFK","current_timestamp"
"2250089","DFW","CKY","DFWCKY","current_timestamp"
"2250090","PNR","LOS","PNRLOS","current_timestamp"
"2250091","BOS","CKY","BOSCKY","current_timestamp"
"2250092","BKO","NAN","BKONAN","current_timestamp"
"2250093","RBA","GRU","RBAGRU","current_timestamp"
"2250094","DUS","ZRH","DUSZRH","current_timestamp"
"2250095","CMN","GZT","CMNGZT","current_timestamp"
"2250097","MLA","TNG","MLATNG","current_timestamp"
"2250098","EDI","ROB","EDIROB","current_timestamp"
"2250099","SDQ","SSG","SDQSSG","current_timestamp"
"2250100","NAP","COO","NAPCOO","current_timestamp"
"2250101","ALG","YUL","ALGYUL","current_timestamp"
"2250102","PHL","RBA","PHLRBA","current_timestamp"
"2250103","LOS","ORF","LOSORF","current_timestamp"
"2250104","LCG","EZE","LCGEZE","current_timestamp"
"2250105","CHI","RUH","CHIRUH","current_timestamp"
"2250106","COO","SYD","COOSYD","current_timestamp"
"2250107","RAK","BRE","RAKBRE","current_timestamp"
"2250108","SFO","NDR","SFONDR","current_timestamp"
"2250109","JED","BAH","JEDBAH","current_timestamp"
"2250110","OUD","WAS","OUDWAS","current_timestamp"
"2250111","CMN","VTZ","CMNVTZ","current_timestamp"
"2250112","JNB","NDR","JNBNDR","current_timestamp"
"2250113","AGA","DME","AGADME","current_timestamp"
"2250114","ABJ","MPL","ABJMPL","current_timestamp"
"2250115","VLC","DLA","VLCDLA","current_timestamp"
"2250116","MRS","TFS","MRSTFS","current_timestamp"
"2250117","RAP","AGA","RAPAGA","current_timestamp"
"2250118","LIS","LAS","LISLAS","current_timestamp"
"2250119","LFW","RAI","LFWRAI","current_timestamp"
"2250120","DKR","BOD","DKRBOD","current_timestamp"
"2250121","CPT","AGP","CPTAGP","current_timestamp"
"2250122","TLV","ROB","TLVROB","current_timestamp"
"2250123","CMN","VGO","CMNVGO","current_timestamp"
"2250125","RAK","YUL","RAKYUL","current_timestamp"
"2250126","OZZ","ABJ","OZZABJ","current_timestamp"
"2250127","ALG","FIH","ALGFIH","current_timestamp"
"2250128","HND","BJL","HNDBJL","current_timestamp"
"2250129","NKC","BJL","NKCBJL","current_timestamp"
"2250130","MRS","LIS","MRSLIS","current_timestamp"
"2250131","TFN","MCT","TFNMCT","current_timestamp"
"2250132","RAK","TRV","RAKTRV","current_timestamp"
"2250133","SSA","OXB","SSAOXB","current_timestamp"
"2250134","SAT","TNG","SATTNG","current_timestamp"
"2250135","LAX","BRU","LAXBRU","current_timestamp"
"2250136","LON","IST","LONIST","current_timestamp"
"2250137","GIB","SIP","GIBSIP","current_timestamp"
"2250139","ADA","ROB","ADAROB","current_timestamp"
"2250140","CAI","GLN","CAIGLN","current_timestamp"
"2250141","BLR","BCN","BLRBCN","current_timestamp"
"2250142","BOS","LAD","BOSLAD","current_timestamp"
"2250143","RIO","LED","RIOLED","current_timestamp"
"2250144","CMN","RTW","CMNRTW","current_timestamp"
"2250145","AGA","DEN","AGADEN","current_timestamp"
"2250146","SFO","RAK","SFORAK","current_timestamp"
"2250147","PNS","IST","PNSIST","current_timestamp"
"2250148","SSG","IAH","SSGIAH","current_timestamp"
"2250149","KFS","RAK","KFSRAK","current_timestamp"
"2250150","HKG","MUC","HKGMUC","current_timestamp"
"2250151","OSL","CAS","OSLCAS","current_timestamp"
"2250152","PER","OXB","PEROXB","current_timestamp"
"2250153","CLT","CKY","CLTCKY","current_timestamp"
"2250154","CAS","YVA","CASYVA","current_timestamp"
"2250155","HOU","RAK","HOURAK","current_timestamp"
"2250156","KRK","VIL","KRKVIL","current_timestamp"
"2250158","SIN","IST","SINIST","current_timestamp"
"2250159","BKO","MST","BKOMST","current_timestamp"
"2250160","EAT","CMN","EATCMN","current_timestamp"
"2250161","OUA","SMF","OUASMF","current_timestamp"
"2250162","FEZ","JNB","FEZJNB","current_timestamp"
"2250163","BGF","SOU","BGFSOU","current_timestamp"
"2250164","JNB","IAD","JNBIAD","current_timestamp"
"2250165","LAS","LHR","LASLHR","current_timestamp"
"2250166","SSG","JNB","SSGJNB","current_timestamp"
"2250167","LOS","PEK","LOSPEK","current_timestamp"
"2250168","NTE","BOS","NTEBOS","current_timestamp"
"2250169","DEL","FEZ","DELFEZ","current_timestamp"
"2250170","OXB","OUA","OXBOUA","current_timestamp"
"2250171","OVD","CMN","OVDCMN","current_timestamp"
"2250172","DME","BZV","DMEBZV","current_timestamp"
"2250173","CMN","YMQ","CMNYMQ","current_timestamp"
"2250174","CKY","DXB","CKYDXB","current_timestamp"
"2250175","CBR","CDG","CBRCDG","current_timestamp"
"2250176","NCE","CAS","NCECAS","current_timestamp"
"2250177","CKY","EBL","CKYEBL","current_timestamp"
"2250178","ATL","AMS","ATLAMS","current_timestamp"
"2250179","NDJ","CDG","NDJCDG","current_timestamp"
"2250180","FEZ","MUC","FEZMUC","current_timestamp"
"2250181","CAI","SAV","CAISAV","current_timestamp"
"2250182","RAI","TRN","RAITRN","current_timestamp"
"2250183","JAX","DSS","JAXDSS","current_timestamp"
"2250184","KIX","OUA","KIXOUA","current_timestamp"
"2250185","FEZ","DLA","FEZDLA","current_timestamp"
"2250186","NKC","DNZ","NKCDNZ","current_timestamp"
"2250187","DKR","ALG","DKRALG","current_timestamp"
"2250188","SGN","LGW","SGNLGW","current_timestamp"
"2250189","BTV","BZV","BTVBZV","current_timestamp"
"2250190","FNA","HTY","FNAHTY","current_timestamp"
"2250191","AGA","NGO","AGANGO","current_timestamp"
"2250192","AGA","YSB","AGAYSB","current_timestamp"
"2250193","MIA","TTU","MIATTU","current_timestamp"
"2250194","FRA","TUN","FRATUN","current_timestamp"
"2250195","HKG","AGA","HKGAGA","current_timestamp"
"2250196","GVA","VIL","GVAVIL","current_timestamp"
"2250197","FNA","IST","FNAIST","current_timestamp"
"2250198","YEG","AGP","YEGAGP","current_timestamp"
"2250199","BHX","MLW","BHXMLW","current_timestamp"
"2250200","RAK","ALA","RAKALA","current_timestamp"
"2250201","COO","MPL","COOMPL","current_timestamp"
"2250202","NDJ","RAK","NDJRAK","current_timestamp"
"2250203","NKC","AMD","NKCAMD","current_timestamp"
"2250204","FIH","LFW","FIHLFW","current_timestamp"
"2250205","SSG","FRA","SSGFRA","current_timestamp"
"2250207","TUN","JFK","TUNJFK","current_timestamp"
"2250208","MAD","JFK","MADJFK","current_timestamp"
"2250209","RAK","ASR","RAKASR","current_timestamp"
"2250210","OZZ","OPO","OZZOPO","current_timestamp"
"2250211","MEX","LIS","MEXLIS","current_timestamp"
"2250212","RAI","MRU","RAIMRU","current_timestamp"
"2250213","MRY","RBA","MRYRBA","current_timestamp"
"2250214","NKC","GLA","NKCGLA","current_timestamp"
"2250215","FNA","EVN","FNAEVN","current_timestamp"
"2250216","OUA","SDQ","OUASDQ","current_timestamp"
"2250217","RTM","FNA","RTMFNA","current_timestamp"
"2250218","BAH","VIL","BAHVIL","current_timestamp"
"2250219","TUL","RBA","TULRBA","current_timestamp"
"2250220","MIA","PEE","MIAPEE","current_timestamp"
"2250221","CMN","SXM","CMNSXM","current_timestamp"
"2250222","NDR","MPL","NDRMPL","current_timestamp"
"2250223","LST","FNA","LSTFNA","current_timestamp"
"2250224","TLS","TFS","TLSTFS","current_timestamp"
"2250225","MRS","BLQ","MRSBLQ","current_timestamp"
"2250226","AMS","TTU","AMSTTU","current_timestamp"
"2250227","VLC","DME","VLCDME","current_timestamp"
"2250228","JRO","RAK","JRORAK","current_timestamp"
"2250229","COO","BCN","COOBCN","current_timestamp"
"2250230","LAS","ROB","LASROB","current_timestamp"
"2250231","CGK","LPA","CGKLPA","current_timestamp"
"2250232","ABJ","NSI","ABJNSI","current_timestamp"
"2250233","AGA","DUS","AGADUS","current_timestamp"
"2250234","SAW","TNG","SAWTNG","current_timestamp"
"2250235","ICN","DSS","ICNDSS","current_timestamp"
"2250236","EUN","AHU","EUNAHU","current_timestamp"
"2250237","SMF","CMN","SMFCMN","current_timestamp"
"2250238","DKR","DLA","DKRDLA","current_timestamp"
"2250239","CAS","FCO","CASFCO","current_timestamp"
"2250240","ATH","MIA","ATHMIA","current_timestamp"
"2250241","GRU","LPA","GRULPA","current_timestamp"
"2250243","GLN","YUL","GLNYUL","current_timestamp"
"2250245","SIN","RAI","SINRAI","current_timestamp"
"2250246","CPT","SSG","CPTSSG","current_timestamp"
"2250247","NSI","LAS","NSILAS","current_timestamp"
"2250248","GRU","EUN","GRUEUN","current_timestamp"
"2250249","BOS","BLQ","BOSBLQ","current_timestamp"
"2250250","RAK","TIA","RAKTIA","current_timestamp"
"2250251","NDB","RBA","NDBRBA","current_timestamp"
"2250252","LIM","XRY","LIMXRY","current_timestamp"
"2250253","BKO","NRT","BKONRT","current_timestamp"
"2250254","ABJ","RTM","ABJRTM","current_timestamp"
"2250255","LBV","YHZ","LBVYHZ","current_timestamp"
"2250256","BRU","MST","BRUMST","current_timestamp"
"2250257","ROB","DEN","ROBDEN","current_timestamp"
"2250258","BNE","CAS","BNECAS","current_timestamp"
"2250259","LPA","RUH","LPARUH","current_timestamp"
"2250260","AGP","SGN","AGPSGN","current_timestamp"
"2250261","NKG","ROB","NKGROB","current_timestamp"
"2250262","LAD","UFA","LADUFA","current_timestamp"
"2250263","LOS","SVQ","LOSSVQ","current_timestamp"
"2250264","CAI","DOH","CAIDOH","current_timestamp"
"2250265","YUL","YAO","YULYAO","current_timestamp"
"2250266","FCO","GVA","FCOGVA","current_timestamp"
"2250267","HYD","RAI","HYDRAI","current_timestamp"
"2250268","ACC","GND","ACCGND","current_timestamp"
"2250269","IST","KUL","ISTKUL","current_timestamp"
"2250270","MOW","ABJ","MOWABJ","current_timestamp"
"2250271","TNG","MAN","TNGMAN","current_timestamp"
"2250272","PER","JTR","PERJTR","current_timestamp"
"2250273","YMQ","TNG","YMQTNG","current_timestamp"
"2250274","MEL","ATH","MELATH","current_timestamp"
"2250275","LYS","YQB","LYSYQB","current_timestamp"
"2250276","DFW","NIM","DFWNIM","current_timestamp"
"2250277","STR","DLA","STRDLA","current_timestamp"
"2250278","CAS","SAV","CASSAV","current_timestamp"
"2250279","OZZ","XRY","OZZXRY","current_timestamp"
"2250280","LYS","EBL","LYSEBL","current_timestamp"
"2250281","DOH","MPL","DOHMPL","current_timestamp"
"2250282","NNG","BJL","NNGBJL","current_timestamp"
"2250283","SAO","TNG","SAOTNG","current_timestamp"
"2250284","COO","NAT","COONAT","current_timestamp"
"2250285","CAN","TUN","CANTUN","current_timestamp"
"2250286","TNG","GZP","TNGGZP","current_timestamp"
"2250287","LHR","EUN","LHREUN","current_timestamp"
"2250288","DOH","NKC","DOHNKC","current_timestamp"
"2250289","WAS","DAC","WASDAC","current_timestamp"
"2250290","MXP","ALG","MXPALG","current_timestamp"
"2250291","EBB","JIB","EBBJIB","current_timestamp"
"2250292","EZE","AGP","EZEAGP","current_timestamp"
"2250293","CMN","RIC","CMNRIC","current_timestamp"
"2250294","LBV","DOH","LBVDOH","current_timestamp"
"2250296","DMM","CAS","DMMCAS","current_timestamp"
"2250297","ACC","VIL","ACCVIL","current_timestamp"
"2250298","OPO","TNG","OPOTNG","current_timestamp"
"2250299","YTO","LBV","YTOLBV","current_timestamp"
"2250300","BSL","EUN","BSLEUN","current_timestamp"
"2250301","GEG","CAS","GEGCAS","current_timestamp"
"2250302","ERH","TTU","ERHTTU","current_timestamp"
"2250303","CAS","ORD","CASORD","current_timestamp"
"2250304","TUN","ESU","TUNESU","current_timestamp"
"2250305","RTM","DLA","RTMDLA","current_timestamp"
"2250306","BIO","CKY","BIOCKY","current_timestamp"
"2250307","PMI","MLN","PMIMLN","current_timestamp"
"2250308","OUD","PNR","OUDPNR","current_timestamp"
"2250309","LAD","PNR","LADPNR","current_timestamp"
"2250310","KTM","NKC","KTMNKC","current_timestamp"
"2250311","KRR","RAK","KRRRAK","current_timestamp"
"2250312","CGR","FEZ","CGRFEZ","current_timestamp"
"2250313","AGP","COO","AGPCOO","current_timestamp"
"2250314","ACC","VCE","ACCVCE","current_timestamp"
"2250316","OUA","ESB","OUAESB","current_timestamp"
"2250317","AUS","MXP","AUSMXP","current_timestamp"
"2250318","EUN","FOR","EUNFOR","current_timestamp"
"2250319","ORD","BJL","ORDBJL","current_timestamp"
"2250320","TTU","CAI","TTUCAI","current_timestamp"
"2250321","CKY","ISU","CKYISU","current_timestamp"
"2250322","RAK","TPA","RAKTPA","current_timestamp"
"2250323","TUN","DOH","TUNDOH","current_timestamp"
"2250324","LPA","CKY","LPACKY","current_timestamp"
"2250325","ABJ","SAN","ABJSAN","current_timestamp"
"2250326","JAN","AGA","JANAGA","current_timestamp"
"2250327","AGA","MLA","AGAMLA","current_timestamp"
"2250328","CAS","SVO","CASSVO","current_timestamp"
"2250329","MLW","WAS","MLWWAS","current_timestamp"
"2250330","MAD","GRU","MADGRU","current_timestamp"
"2250331","HAJ","COO","HAJCOO","current_timestamp"
"2250332","AGA","BLL","AGABLL","current_timestamp"
"2250333","YAO","PAP","YAOPAP","current_timestamp"
"2250334","OIT","FNA","OITFNA","current_timestamp"
"2250335","MKC","AGA","MKCAGA","current_timestamp"
"2250336","IST","TPA","ISTTPA","current_timestamp"
"2250337","AMM","DMM","AMMDMM","current_timestamp"
"2250338","CAS","BOI","CASBOI","current_timestamp"
"2250339","OUD","FNA","OUDFNA","current_timestamp"
"2250340","ORD","SCL","ORDSCL","current_timestamp"
"2250341","KGL","AGA","KGLAGA","current_timestamp"
"2250342","TLL","CAS","TLLCAS","current_timestamp"
"2250343","FEZ","MLA","FEZMLA","current_timestamp"
"2250345","MCT","COO","MCTCOO","current_timestamp"
"2250346","MEL","YUL","MELYUL","current_timestamp"
"2250347","DOH","KWI","DOHKWI","current_timestamp"
"2250348","ACC","COK","ACCCOK","current_timestamp"
"2250349","TXL","MXP","TXLMXP","current_timestamp"
"2250350","MFE","MAD","MFEMAD","current_timestamp"
"2250351","LYS","GVA","LYSGVA","current_timestamp"
"2250352","CLT","TNG","CLTTNG","current_timestamp"
"2250353","NTE","FNA","NTEFNA","current_timestamp"
"2250355","ORY","IAD","ORYIAD","current_timestamp"
"2250356","JFK","LYS","JFKLYS","current_timestamp"
"2250357","BER","TNG","BERTNG","current_timestamp"
"2250358","DME","DLA","DMEDLA","current_timestamp"
"2250359","CMN","MYR","CMNMYR","current_timestamp"
"2250360","SLL","AGA","SLLAGA","current_timestamp"
"2250361","TLV","AGP","TLVAGP","current_timestamp"
"2250362","ANK","CMN","ANKCMN","current_timestamp"
"2250363","ESB","OXB","ESBOXB","current_timestamp"
"2250364","CMN","CJB","CMNCJB","current_timestamp"
"2250365","COO","FIH","COOFIH","current_timestamp"
"2250366","MIL","ORY","MILORY","current_timestamp"
"2250367","ARN","AMS","ARNAMS","current_timestamp"
"2250368","JFK","HBE","JFKHBE","current_timestamp"
"2250369","PVR","CMN","PVRCMN","current_timestamp"
"2250370","TXL","GIG","TXLGIG","current_timestamp"
"2250371","POM","DLA","POMDLA","current_timestamp"
"2250372","BGF","STO","BGFSTO","current_timestamp"
"2250373","LED","DSS","LEDDSS","current_timestamp"
"2250374","CAI","BNA","CAIBNA","current_timestamp"
"2250375","YEA","DLA","YEADLA","current_timestamp"
"2250376","ORF","IST","ORFIST","current_timestamp"
"2250377","BZV","MPM","BZVMPM","current_timestamp"
"2250378","THR","FNA","THRFNA","current_timestamp"
"2250379","NSI","EVN","NSIEVN","current_timestamp"
"2250380","BOM","ERH","BOMERH","current_timestamp"
"2250381","CGN","ABJ","CGNABJ","current_timestamp"
"2250382","AGP","NYC","AGPNYC","current_timestamp"
"2250383","DUS","ERH","DUSERH","current_timestamp"
"2250384","DSS","FIH","DSSFIH","current_timestamp"
"2250385","ERH","LGW","ERHLGW","current_timestamp"
"2250386","NSI","DSS","NSIDSS","current_timestamp"
"2250387","BWI","YAO","BWIYAO","current_timestamp"
"2250388","IAS","OUD","IASOUD","current_timestamp"
"2250389","RAK","BGF","RAKBGF","current_timestamp"
"2250390","RAI","RUH","RAIRUH","current_timestamp"
"2250391","BOM","BRI","BOMBRI","current_timestamp"
"2250392","TLV","NDR","TLVNDR","current_timestamp"
"2250393","DXB","RUH","DXBRUH","current_timestamp"
"2250394","LAD","CDG","LADCDG","current_timestamp"
"2250395","DSS","MDE","DSSMDE","current_timestamp"
"2250396","AGP","AMM","AGPAMM","current_timestamp"
"2250397","IST","TFS","ISTTFS","current_timestamp"
"2250398","MUC","RBA","MUCRBA","current_timestamp"
"2250399","TPA","ROB","TPAROB","current_timestamp"
"2250400","VIL","SVQ","VILSVQ","current_timestamp"
"2250401","DLA","SDQ","DLASDQ","current_timestamp"
"2250402","RIO","MAN","RIOMAN","current_timestamp"
"2250403","CAS","ASR","CASASR","current_timestamp"
"2250404","YYZ","ATQ","YYZATQ","current_timestamp"
"2250405","ACC","KUL","ACCKUL","current_timestamp"
"2250406","ACC","SKT","ACCSKT","current_timestamp"
"2250407","DSS","YAO","DSSYAO","current_timestamp"
"2250408","KCH","NKC","KCHNKC","current_timestamp"
"2250409","NCE","IST","NCEIST","current_timestamp"
"2250410","CKY","BTH","CKYBTH","current_timestamp"
"2250411","FLL","DME","FLLDME","current_timestamp"
"2250412","HAM","YAO","HAMYAO","current_timestamp"
"2250413","DLM","RAI","DLMRAI","current_timestamp"
"2250414","RAK","ERZ","RAKERZ","current_timestamp"
"2250415","CAS","YXE","CASYXE","current_timestamp"
"2250416","BOD","DXB","BODDXB","current_timestamp"
"2250417","CLT","ORY","CLTORY","current_timestamp"
"2250418","NDJ","HAN","NDJHAN","current_timestamp"
"2250419","BGW","MAN","BGWMAN","current_timestamp"
"2250420","SSG","MAN","SSGMAN","current_timestamp"
"2250421","SSG","KUL","SSGKUL","current_timestamp"
"2250422","COK","DSS","COKDSS","current_timestamp"
"2250423","FRA","BLQ","FRABLQ","current_timestamp"
"2250424","RDU","BCN","RDUBCN","current_timestamp"
"2250425","AMM","BEY","AMMBEY","current_timestamp"
"2250426","BOD","VLC","BODVLC","current_timestamp"
"2250427","AMS","ORY","AMSORY","current_timestamp"
"2250428","OKC","RAK","OKCRAK","current_timestamp"
"2250429","ESU","MRS","ESUMRS","current_timestamp"
"2250430","TNG","ODS","TNGODS","current_timestamp"
"2250431","ROB","AMD","ROBAMD","current_timestamp"
"2250433","SAN","PMI","SANPMI","current_timestamp"
"2250434","TNG","NKC","TNGNKC","current_timestamp"
"2250435","LBV","TRN","LBVTRN","current_timestamp"
"2250436","KTW","RBA","KTWRBA","current_timestamp"
"2250437","AMM","GIG","AMMGIG","current_timestamp"
"2250438","MIL","CAS","MILCAS","current_timestamp"
"2250439","OXB","LBV","OXBLBV","current_timestamp"
"2250440","CMN","TAG","CMNTAG","current_timestamp"
"2250441","VIL","ROB","VILROB","current_timestamp"
"2250442","CAS","FAY","CASFAY","current_timestamp"
"2250443","ECN","RAK","ECNRAK","current_timestamp"
"2250444","FEZ","LHR","FEZLHR","current_timestamp"
"2250445","ALG","CPH","ALGCPH","current_timestamp"
"2250446","PVG","NDR","PVGNDR","current_timestamp"
"2250447","BEG","TUN","BEGTUN","current_timestamp"
"2250448","DWC","NKC","DWCNKC","current_timestamp"
"2250449","SYD","VIL","SYDVIL","current_timestamp"
"2250450","GRU","BOD","GRUBOD","current_timestamp"
"2250451","CAI","SYR","CAISYR","current_timestamp"
"2250452","CMN","BSB","CMNBSB","current_timestamp"
"2250453","TNG","LBV","TNGLBV","current_timestamp"
